name,sum,chgk_sum,chgk_1.0,chgk_2.0,chgk_3.0,brain_sum,brain_1,brain_2,brain_3,ek_sum,ek_1,ek_2,ek_3,si_sum,si_1,si_2,si_3
Игнатенко Пётр Павлович,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Волик Наталья Сергеевна,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Дойчев Владимир Сергеевич,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Добрянская Дарьяна Андреевна,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Алиева Лейла Эльхан гызы,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Башлыкевич Сергей Иосифович,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Гасанов Кямал ,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Геер Никита Владимирович,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Григорьев Максим Александрович,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Грук Леонид Валерьевич,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Дубелевич Сергей Александрович,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Евтушенко Виктория Сергеевна,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Кузиков Роман Игоревич,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Летюхин Иван Дмитриевич,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Мацута Максим Валерьевич,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Ольшевский Роман Владимирович,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Поляков Дмитрий Борисович,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Салманов Джамиль Самир оглы,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Свердлов Павел Леонидович,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Сечко Игорь Олегович,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Супранович Андрей Александрович,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Цой Владимир Олегович,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Шевляков Дмитрий Михайлович,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Шлайфер Эрик Михайлович,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Щедрин Игорь Леонидович,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Щербина Павел Константинович,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Закирзаде Бабек Ямен оглы,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Мамедли Турал Фаик оглы,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Махрова Маргарита Александровна,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Агаев Сеймур Шахин оглы,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Пономарёв Дмитрий Александрович,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Дегтярёв Евгений Александрович,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Романенко Глеб Александрович,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Иваницкий Илья Игоревич,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Пугач Иван Валентинович,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Зайков Иван Анатольевич,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Драгунова Ксения Владимировна,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Аладьева Любовь Сергеевна,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Давидюк Татьяна Игоревна,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Посредников Антон Викторович,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Филиппов Дмитрий Станиславович,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Генералова Елизавета Антоновна,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Шамонин Фёдор Алексеевич,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Аксёненко Юлия Сергеевна,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Чёрный Павел Александрович,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Монина Вера Юрьевна,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Волчок Алексей Владимирович,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Дудоров Евгений Александрович,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Елина Анна Викторовна,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Коваль Евгений Владимирович,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Косоногов Дмитрий Александрович,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Кузьменко Егор Андреевич,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Лавриненко Сергей Александрович,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Мишкин Алексей Евгеньевич,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Полутина Наталья Сергеевна,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Пружанский Станислав Вадимович,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Пьянков Артём Михайлович,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Фингеров Александр Александрович,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Востриков Алексей Игоревич,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Головнов Алексей Валентинович,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Очиров Очир Олегович,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Чумак Наталия Григорьевна,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Яницкая Ликия Михайловна,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Неустроева Анна Владимировна,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Коберник Михаил Владимирович,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Сазонов Алексей Дмитриевич,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Шилкина Юлия Дмитриевна,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Севкович Кирилл Александрович,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Кучин Никита Николаевич,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Андрейщев Максим Александрович,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Шевцов Алексей Юрьевич,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Якута Владислав Олегович,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Плахотная Галина Гульевна,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Наталевич Михаил Викторович,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Беседин Олег Олегович,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Семёнова Инна Валентиновна,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Чирков Алексей Юрьевич,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Сесина Дарья Алексеевна,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Утикеев Станислав Максимилианович,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Диденко Дмитрий Александрович,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Сергеев Владимир Васильевич,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Матяшин Илья Михайлович,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Русских Глеб Владиславович,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Макушев Дмитрий Михайлович,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Агаханова Ольга Назаровна,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Агейский Дмитрий Эдуардович,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Дегтярёв Максим Игоревич,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Долотов Олег Леонидович,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Зотов Сергей Владимирович,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Кузнецов Сергей Владимирович,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Лысенко Ярослав Павлович,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Маньшина Анна Петровна,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Масягин Виктор Фёдорович,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Михлин Леонид Станиславович,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Мухаматулин Тимур Анварович,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Рубашкина Анастасия Дмитриевна,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Рябых Николай Георгиевич,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Сидоров Сергей Сергеевич,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Тяпин Дмитрий Владимирович,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Шалгунов Владимир Сергеевич,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Шлайфер Григорий Михайлович,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Викторов Артём Евгеньевич,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Юшкевич Антон Дмитриевич,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Ушенина Тамара Михайловна,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Тарасевич Яна Борисовна,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Колодник Илья Анатольевич,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Валянский Денис Романович,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Романов Алексей Владимирович,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Сапегин Александр Андреевич,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Чигак Сергей Олегович,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Баранов Андрей Николаевич,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Кубрак Виталия Николаевна,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Фёдорова Анна Владимировна,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Гузеватая Наталья Валерьевна,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Мануйлов Алексей Дмитриевич,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Судаков Андрей Игоревич,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Алиев Эмин Фархад оглы,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Бабаева Гюнель Рафик гызы,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Бадалбейли Джавид Хикмет оглы,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Бартле Артём Игоревич,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Быстров Михаил Владимирович,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Бычков Владимир Валерьянович,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Ракова Марина Валерьяновна,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Волкова Виктория Валерьевна,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Габрусевич Станислав Александрович,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Ганчуков Илья Георгиевич,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Горбатиков Евгений Андреевич,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Дадашев Вюгар Мехман оглы,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Иванов Илья Дмитриевич,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Кебец Иван Леонидович,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Кузмич Вадим Олегович,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Леман Анна Яковлевна,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Лешкович Евгений Игоревич,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Мамедов Анвар Ровшан оглы,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Садыхов Саид Микайыл оглы,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Страбыкин Евгений Андреевич,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Халилов Илькин Мунис оглы,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Цурков Максим Сергеевич,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Шункевич Даниил Вячеславович,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Лобкова Екатерина Владимировна,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Бабаев Теймур Заур оглы,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Царицын Борис Павлович,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Князев Павел Павлович,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Ахмедов Талех Сейфи оглы,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Басов Олег Николаевич,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Митрюхин Александр Дмитриевич,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Гасымзаде Эльнур Эльшан оглы,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Ким Даниил Дмитриевич,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Бабазаде Расул Эльман оглы,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Буценец Дмитрий Анатольевич,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Вознесенский Сергей Георгиевич,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Генералов Сергей Игоревич,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Рустамов Ренат Фирузович,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Данилевич Дарья Игоревна,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Антипова Алина Дмитриевна,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Александров Иван Антонович,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Новаков Алексей Георгиевич,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Феоктистов Максим Владимирович,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Галкин Дмитрий Валентинович,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Корчёмкина Мария Артуровна,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Сивченко Олег Юрьевич,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Тарасов Владислав Михайлович,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Артёмов Евгений Олегович,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Красковский Дмитрий Дмитриевич,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Котляров Александр Сергеевич,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Львовский Лев Яковлевич,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Мальцев Даниил Сергеевич,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Цмыг Андрей Сергеевич,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Бандура Оксана Юрьевна,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Гацак Евгений Леонидович,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Петрова Елена Геннадьевна,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Корнеевец Максим Петрович,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
