name,sum,chgk_sum,chgk_1.0,chgk_2.0,chgk_3.0,brain_sum,brain_1,brain_2,brain_3,ek_sum,ek_1,ek_2,ek_3,si_sum,si_1,si_2,si_3
Алхазов Григорий Эдуардович,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Белозёров Алексей Сергеевич,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Богословский Сергей Алексеевич,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Бороненко Алексей Владимирович,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Быстров Евгений Игоревич,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Величкин Никита Александрович,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Горбатиков Евгений Андреевич,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Громов Пётр Александрович,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Губанов Никита Олегович,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Демьянова Елена Сергеевна,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Друзь Марина Александровна,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Ефимов Сергей Геннадиевич,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Задорожний Андрей Владимирович,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Задорожняя Татьяна Владимировна,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Зиньковская Юлия Евгеньевна,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Зубкова Екатерина Владимировна,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Иванова Любовь Владимировна,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Ивонина Марина Юрьевна,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Кебец Иван Леонидович,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Крапиль Николай Валерьевич,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Крылов Евгений Борисович,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Кузнецов Виталий Валерьевич,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Панкратьев Алексей Сергеевич,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Парфёнова Анна Валерьевна,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Русинов Кирилл Николаевич,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Скипский Михаил Игоревич,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Суслов Роман Эдуардович,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Тяпин Дмитрий Владимирович,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Фролов Тимофей Александрович,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Швакина Татьяна Сергеевна,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Шутова Анастасия Викторовна,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Лобкова Екатерина Владимировна,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Гордынец Елена Александровна,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Разумов Юрий Владимирович,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Скуратов Алексей Евгеньевич,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Малютин Константин Вадимович,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Баркова Анастасия Николаевна,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Емельянов Станислав Владимирович,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Ворона Виктор Алексеевич,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Якубенко Руслан Владиславович,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Выдревич Марианна Михайловна,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Князев Михаил Юрьевич,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Ксенофонтов Владимир Николаевич,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Маругина Юлия Алексеевна,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Медведева Анастасия Сергеевна,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Надеев Александр Дмитриевич,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Титов Алексей Сергеевич,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Шибаев Дмитрий Валерьевич,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Яковлева Наталья Витальевна,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Буров Кирилл Андреевич,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Коровин Алексей Валерьевич,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Дадыкин Павел Витальевич,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Мишутина Алёна Андреевна,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Рожков Артём Юрьевич,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Кузнецов Евгений Вячеславович,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Чудаев Сергей Владимирович,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Смолин Алексей Николаевич,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Дубинский Данил Геннадьевич,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Надеждин Игорь Владимирович,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Ахунов Руслан Сергеевич,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Хохлачёва Алёна Андреевна,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Удальцова Александра Юрьевна,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Батов Дмитрий Сергеевич,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Самойленко Иван Александрович,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Миронов Михаил Андреевич,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Шаблова Олеся Владимировна,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Ершов Виктор Николаевич,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Коряков Ростислав Андреевич,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Колпащикова Евгения Олеговна,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Показаньев Аркадий Ильич,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Акбашев Александр Альбертович,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Бабин Дмитрий Игоревич,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Басецкий Олег Олегович,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Дроздов Алексей Александрович,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Злыгостев Андрей ,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Контарь Надежда Александровна,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Лаврентьев Антон Дмитриевич,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Рябкова Ольга Андреевна,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Мартынов Вадим Вадимович,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Нурбакова Лиана Магдановна,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Окунев Павел Валентинович,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Ражев Марк Сергеевич,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Раков Максим Александрович,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Спиридонов Кирилл Игоревич,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Сурин Михаил Андреевич,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Тихонова Елизавета Булатовна,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Токмянин Антон Валерьевич,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Щепилова Анастасия Андреевна,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Яшин Максим ,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Шевчик Андрей Андреевич,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Шерешевский Яков Сергеевич,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Маршак Андрей Дмитриевич,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Васильев Сергей Сергеевич,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Мартусова Иляна Вячеславовна,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Неуместова Александра Ильинична,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Валова Екатерина Сергеевна,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Зимановский Станислав Павлович,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Морозов Алексей Анатольевич,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Кодола Алексей Константинович,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Лузина Маргарита Евгеньевна,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Николенко Александр ,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Кельдибеков Павел ,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Комаровских Андрей ,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Кадина Екатерина ,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Андреев Дмитрий Александрович,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Баронкин Алексей Сергеевич,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Губина Екатерина Сергеевна,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Бессольцева Марина Владимировна,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Бычков Владимир Валерьянович,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Ракова Марина Валерьяновна,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Губина Анна Владимировна,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Ершов Павел Михайлович,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Жданова Надежда Александровна,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Захарова Ксения Владимировна,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Казакова Елена Викторовна,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Кашина Ольга Олеговна,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Климов Павел ,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Комаров Алексей Серафимович,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Леман Анна Яковлевна,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Логинов Всеволод Анатольевич,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Любушкин Александр Владимирович,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Маньшина Анна Петровна,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Маркин Владимир Михайлович,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Матисов Андрей Евгеньевич,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Мироненко Василина Юрьевна,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Мистонов Александр Андреевич,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Офимкина Полина Александровна,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Просняков Алексей Борисович,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Фингеров Александр Александрович,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Сметанин Андрей Владимирович,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Страбыкин Евгений Андреевич,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Терентьев Сергей Александрович,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Тобенгауз Александр Маркович,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Торшин Николай Валерьевич,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Фролов Анатолий Сергеевич,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Хомутов Василий Павлович,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Чеботкова Надежда Сергеевна,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Шевченко Игорь Владимирович,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Шумаков Андрей Леонидович,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Семёнов Дмитрий Игоревич,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Кузьмин Филипп Игоревич,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Мурзаева Елена Викторовна,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Кузьменкова Ярослава Александровна,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Гоок Фёдор Викторович,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Тякунов Максим Сергеевич,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Рустамов Илья Магамед оглы,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Кондратьева Анна Анатольевна,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Федосов Виктор Николаевич,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Крылова Лидия Александровна,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Царьков Илья Николаевич,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Салий Владимир Владимирович,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Маторыгин Семён Александрович,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Зеленков Георгий Витальевич,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Бойко Ксения Андреевна,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Моисеев Андрей Сергеевич,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Земцовский Артём Михайлович,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Тележкин Антон Алексеевич,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Заворотынский Алексей Сергеевич,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Баркова Мария Владимировна,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Жельне Фёдор Сергеевич,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Акулов Дмитрий Сергеевич,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Мартюк Владимир Владимирович,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Полковников Дмитрий Анатольевич,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Никитенко Дарья Александровна,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Ежергина Елизавета Вадимовна,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Попов Семён Александрович,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Иванов Степан Русланович,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Дорофеев Николай Михайлович,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Овчинников Алексей Владимирович,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Петренко Иван Сергеевич,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Лукьянова Юлия Сергеевна,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Агалян Альберт Артурович,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Кукарских Владимир Вячеславович,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Цвингли Владимир Игоревич,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Сахаров Дмитрий Андреевич,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Соколов Александр Сергеевич,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Митряков Александр Евгеньевич,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Петриленков Егор Олегович,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Питателев Михаил Васильевич,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Дьяконов Максим Олегович,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
